Judul,Link,Link_PDF,Status,Keterangan_Status,Tipe Dokumen,Tahun Terbit,Nomor Peraturan,Bidang Hukum,Tempat Penetapan,Tanggal Penetapan / Pengundangan,Singkatan Jenis / Bentuk Peraturan,Sumber,Bahasa,Nama Pengarang,Tipe Pengarang,Jenis Pengarang,Kata Kunci,Tipe Kata Kunci,Jenis Kata Kunci,Isi UU
Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 12 Tahun 2022 tentang Peraturan Pelaksana Peraturan Presiden Nomor 41 Tahun 2016 tentang Tata Cara Penetapan dan Penanggulangan Krisis Energi dan/atau Darurat Energi,https://jdih.esdm.go.id/index.php/web/result/2314/detail,https://jdih.esdm.go.id/storage/document/Salinan Permen 12 Tahun 2022_Krisdaren.pdf,,,Peraturan Perundang-undangan,2022,12 Tahun 2022,Energi Baru Terbarukan dan Konservasi Energi,JAKARTA,2022-10-17,PERMEN ESDM,LL KESDM BN RI 2022 (1061) : 12 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Tata Cara, penetapan, Penanggulangan, Krisis Energi, Darurat Energi, Peraturan Pelaksana",Topik,Primary,Peraturan Pelaksana Peraturan Presiden Nomor 41 Tahun 2016 tentang Tata Cara Penetapan dan Penanggulangan Krisis Energi dan/atau Darurat Energi
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 252.K/GL.01/MEM.S/2022 tentang Uraian Fungsi Balai Besar Survei dan Pemetaan Geologi Kelautan,https://jdih.esdm.go.id/index.php/web/result/2313/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No. 252.K-GL.01-MEM.S-2022.pdf,,,Peraturan Perundang-undangan,2022,252.K/GL.01/MEM.S/2022,Geologi,JAKARTA,2022-10-17,KEPMEN ESDM,LL KESDM 2022 : 4 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Balai Besar Survei dan Pemetaan Geologi Kelautan, Uraian, Fungsi",Topik,Primary,Uraian Fungsi Balai Besar Survei dan Pemetaan Geologi Kelautan
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 251.K/MG.01/MEM.S/2022 tentang Uraian Fungsi Balai Besar Pengujian Minyak dan Gas Bumi,https://jdih.esdm.go.id/index.php/web/result/2312/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No. 251.K-MG.01-MEM.S-2022.pdf,,,Peraturan Perundang-undangan,2022,251.K/MG.01/MEM.S/2022,Minyak dan Gas Bumi,JAKARTA,2022-10-17,KEPMEN ESDM,LL KESDM 2022 : 3 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Balai Besar Pengujian Minyak dan Gas Bumi, Fungsi, Uraian",Topik,Primary,Uraian Fungsi Balai Besar Pengujian Minyak dan Gas Bumi
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 250.K/MB.01/MEM.S/2022 tentang Uraian Fungsi Balai Besar Pengujian Mineral dan Batubara,https://jdih.esdm.go.id/index.php/web/result/2311/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No. 250.K-MB.01-MEM.S-2022.pdf,,,Peraturan Perundang-undangan,2022,250.K/MB.01/MEM.S/2022,Mineral dan Batubara,JAKARTA,2022-10-17,KEPMEN ESDM,LL KESDM 2022 : 3 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Balai Besar Pengujian Mineral dan Batubara, Fungsi, Uraian",Topik,Primary,Uraian Fungsi Balai Besar Pengujian Mineral dan Batubara
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 256.K/MG.01/MEM.M/2022 tentang Perhitungan Harga Indeks Pasar Bahan Bakar Minyak,https://jdih.esdm.go.id/index.php/web/result/2310/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No. 256.K-MG.01-MEM.M-2022.pdf,Mencabut;,Mencabut Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 149 K/12/MEM/2020 tentang Harga Indeks Pasar Bahan Bakar Minyak,Peraturan Perundang-undangan,2022,256.K/MG.01/MEM.M/2022,Minyak dan Gas Bumi,JAKARTA,2022-10-19,KEPMEN ESDM,LL KESDM 2022 : 6 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Bahan Bakar Minyak, Perhitungan, Harga Indeks Pasar",Topik,Primary,Perhitungan Harga Indeks Pasar Bahan Bakar Minyak
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 255.K/MG.01/MEM.M/2022 tentang Formula Harga Dasar Jenis Bahan Bakar Minyak Khusus Penugasan,https://jdih.esdm.go.id/index.php/web/result/2309/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No. 255.K-MG.01-MEM.M-2022.pdf,Mencabut;,Mencabut Sebagian Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 148 K/12/MEM/2020 tentang Formula Harga Dasar Jenis Bahan Bakar Minyak Tertentu dan Jenis Bahan Bakar Minyak Khusus Penugasan Catatan : Mencabut Ketentuan mengenai formula harga dasar untuk Jenis Bahan Bakar Minyak Khusus Penugasan jenis Bensin (Gasoline) RON minimum 88 dalam DIKTUM KETIGA Kepmen ESDM 148 K/12/MEM/2022,Peraturan Perundang-undangan,2022,255.K/MG.01/MEM.M/2022,Minyak dan Gas Bumi,JAKARTA,2022-10-19,KEPMEN ESDM,LL KESDM 2022 : 5 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Bahan Bakar Minyak Khusus Penugasan, Harga Dasar, Formula",Topik,Primary,Formula Harga Dasar Jenis Bahan Bakar Minyak Khusus Penugasan
"Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 249.K/MG.01/MEM.M/2022 tentang Penugasan Pelaksanaan Penyediaan Pasokan dan Pembangunan Insfrastruktur Liquefied Natural Gas, Serta Konversi Dari Penggunaan Bahan Bakar Minyak Menjadi Liquefied Natural Gas Dalam Penyediaan Tenaga Listrik",https://jdih.esdm.go.id/index.php/web/result/2308/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No. 249.K-MG.01-MEM.M-2022.pdf,Mencabut;,Mencabut Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 2.K/TL.01/MEM.L/2022 tentang Penugasan Pelaksanaan Penyediaan Pasokan dan Pembangunan Insfrastruktur Liquefied Natural Gas Serta Konversi Dari Penggunaan Bahan Bakar Minyak Menjadi Liquefied Natural Gas Dalam Penyediaan Tenaga Listrik,Peraturan Perundang-undangan,2022,249.K/MG.01/MEM.M/2022,Minyak dan Gas Bumi,JAKARTA,2022-10-14,KEPMEN ESDM,LL KESDM 2022 : 13 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Liquefied Natural Gas (LNG), Penugasan, Pelaksanaan, Penyediaan, Pasokan, Pembangunan, Insfrastruktur, Konversi, Penggunaan, Bahan Bakar Minyak (BBM), Tenaga Listrik",Topik,Primary,"Penugasan Pelaksanaan Penyediaan Pasokan dan Pembangunan Insfrastruktur Liquefied Natural Gas, Serta Konversi Dari Penggunaan Bahan Bakar Minyak Menjadi Liquefied Natural Gas Dalam Penyediaan Tenaga Listrik"
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 245.K/MG.01/MEM.M/2022 tentang Perubahan Atas Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 62.K/12/MEM/2020 tentang Formula Harga Dasar Dalam Perhitungan Harga Jual Eceran Jenis Bahan Bakar Minyak Umum Jenis Bensin dan Minyak Solar Yang Disalurkan Melalui Stasiun Pengisian Bahan Bakar Umum  dan/atau Pengisian Bahan Bakar Nelayan,https://jdih.esdm.go.id/index.php/web/result/2307/detail,https://jdih.esdm.go.id/storage/document/2c_Kepmen ESDM ttg Perubahan Kepmen 62 Tahun 2020_Salinan TTD Karo_STEMPEL.pdf,Mengubah;,Mengubah Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 62 K/12/MEM/2020 tetang Formula Harga Dasar Dalam Perhitungan Harga Jual Eceran Jenis Bahan Bakar Minyak Umum Jenis Bensin dan Minyak Solar Yang Disalurkan Melalui Stasiun Pengisian Bahan Bakar Umum dan/atau Stasiun Pengisian Bahan Bakar Nelayan,Peraturan Perundang-undangan,2022,245.K/MG.01/MEM.M/2022,Minyak dan Gas Bumi,JAKARTA,2022-10-11,KEPMEN ESDM,LL KESDM 2022 : 9 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,Data tidak tersedia,,,Perubahan Atas Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 62.K/12/MEM/2020 tentang Formula Harga Dasar Dalam Perhitungan Harga Jual Eceran Jenis Bahan Bakar Minyak Umum Jenis Bensin dan Minyak Solar Yang Disalurkan Melalui Stasiun Pengisian Bahan Bakar Umum  dan/atau Pengisian Bahan Bakar Nelayan
Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 11 Tahun 2022 tentang Perubahan Atas Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 10 Tahun 2021 tentang Perhitungan Harga Jual Eceran Bahan Bakar Minyak,https://jdih.esdm.go.id/index.php/web/result/2306/detail,https://jdih.esdm.go.id/storage/document/Permen ESDM No. 11 Tahun 2021.pdf,Mengubah;,Mengubah Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 20 Tahun 2021 tentang Perhitungan Harga Jual Eceran Bahan Bakar Minyak,Peraturan Perundang-undangan,2022,11 Tahun 2022,Minyak dan Gas Bumi,JAKARTA,2022-10-05,PERMEN ESDM,LL KESDM BN RI 2022 :4 HLM,Indonesia,Data tidak tersedia,,,Data tidak tersedia,,,Perubahan Atas Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 10 Tahun 2021 tentang Perhitungan Harga Jual Eceran Bahan Bakar Minyak
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 246.K/MB.01/MEM.B/2022 tentang Harga Mineral Logam Acuan dan Harga Batubara Acuan Untuk Bulan Oktober Tahun 2022,https://jdih.esdm.go.id/index.php/web/result/2305/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No. 246.K-MB.01-MEM.B-2022.pdf,,,Peraturan Perundang-undangan,2022,246.K/MB.01/MEM.B/2022,Mineral dan Batubara,JAKARTA,2022-10-12,KEPMEN ESDM,LL KESDM 2022 : 11 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Mineral Logam Acuan, Batubara Acuan, Harga, Oktober, tahun 2022",Topik,Primary,Harga Mineral Logam Acuan dan Harga Batubara Acuan Untuk Bulan Oktober Tahun 2022
"Peraturan Menteri Pertambangan dan Energi Nomor 02.P/0322/M.PE/1995 tentang Standardisasi, Sertifikasi dan Akreditasi Dalam Lingkungan Pertambangan dan Energi",https://jdih.esdm.go.id/index.php/web/result/2304/detail,https://jdih.esdm.go.id/storage/document/Permen Pertambangan dan Energi tentang Standarisasi Sertifikasi.pdf,,,Peraturan Perundang-undangan,1995,02.P/0322/M.PE/1995,Umum,JAKARTA,1995-06-12,PERMEN PE,LL KESDM 1995 : 36 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Standardisasi, Sertifikasi, Akreditasi, Bidang Pertambangan dan Energi, Kementerian Pertambangan dan Energi",Topik,Primary,"Standardisasi, Sertifikasi dan Akreditasi Dalam Lingkungan Pertambangan dan Energi"
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 237.K/KP.06/MEM.S/2022 tentang Penghargaan Dharma Karya Energi dan Sumber Daya Mineral Tahun 2022,https://jdih.esdm.go.id/index.php/web/result/2303/detail,https://jdih.esdm.go.id/storage/document/SK DK 2022 print.pdf,,,Peraturan Perundang-undangan,2022,237.K/KP.06/MEM.S/2022,Umum,-,2022-09-23,KEPMEN ESDM,LL KESDM 2022 : 18 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Dharma Karya, Penghargaan, Energi dan Sumber Daya Mineral, tahun 2022",Topik,Primary,Penghargaan Dharma Karya Energi dan Sumber Daya Mineral Tahun 2022
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 223.K/MG.01/MEM.M/2022 tentang Pelaksanaan Ketentuan Penawaran Participating Interest 10% (Sepuluh Persen) Kepada Badan Usaha Milik Daerah Di Wilayah Kerja Minyak dan Gas Bumi,https://jdih.esdm.go.id/index.php/web/result/2302/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No 223_K_MB_01_MEM_M_2022rev.pdf,,,Peraturan Perundang-undangan,2022,223.K/MG.01/MEM.M/2022,Minyak dan Gas Bumi,JAKARTA,2022-09-07,KEPMEN ESDM,LL KESDM 2022 : 9 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Participating Interest, Penawaran, Pelaksanaan, Ketentuan, Sepuluh Persen, Wilayah Kerja Minyak dana Gas Bumi, Badan Usaha Milik Daerah (BUMD)",Topik,Primary,Pelaksanaan Ketentuan Penawaran Participating Interest 10% (Sepuluh Persen) Kepada Badan Usaha Milik Daerah Di Wilayah Kerja Minyak dan Gas Bumi
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 227.K/MB.01/MEM.B/2022 tentang Harga Mineral Logam Acuan dan Harga Batubara Acuan Untuk Bulan September Tahun 2022,https://jdih.esdm.go.id/index.php/web/result/2301/detail,https://jdih.esdm.go.id/storage/document/Kepmen 227.K-1 (1).pdf,,,Peraturan Perundang-undangan,2022,227.K/MB.01/MEM.B/2022,Mineral dan Batubara,JAKARTA,2022-09-12,KEPMEN ESDM,LL KESDM 2022 : 11 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Mineral Logam Acuan, Batubara Acuan, Harga, Bulan September",Topik,Primary,Harga Mineral Logam Acuan dan Harga Batubara Acuan Untuk Bulan September Tahun 2022
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 224.K/MB.01/MEM.B/2022 tentang Formula Perhitungan Harga Kompensasi dan Informasi Wilayah Izin Usaha Pertambangan dan Wilayah Izin Usaha Pertambangan Khusus,https://jdih.esdm.go.id/index.php/web/result/2300/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No. 224.K-MB.01-MEM.B-2022.pdf,Dicabut;Mencabut,Dicabut Keputusan Menteri ESDM Nomor 23.K/MB.01/MEM.B/2023 tentang Formula Perhitungan Harga Kompensasi Data Informasi Wilayah Izin Usaha Pertambangan dan Wilayah Izin Usaha Petambangan Khusus; Mencabut Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 80 K/32/MEM/2020 tentang Formula Perhitungan Harga Kompensasi Data Informasi Wilayah Izin Usaha Pertambangan dan Wilayah Izin Usaha Pertambangan Khusus,Peraturan Perundang-undangan,2022,224.K/MB.01/MEM.B/2022,Mineral dan Batubara,JAKARTA,2022-09-08,KEPMEN ESDM,LL KESDM 2022 :12 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Wilayah Izin Usaha Pertambangan (WIUP), Wilayah Izin Usaha Pertambangan Khusus (WIUPK), Formula, Perhitungan, Harga, Kompensasi, Data, Informasi",Topik,Primary,Formula Perhitungan Harga Kompensasi dan Informasi Wilayah Izin Usaha Pertambangan dan Wilayah Izin Usaha Pertambangan Khusus
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 218.K/MG.01/MEM.M/2022 tentang Harga Eceran Jenis Bahan Bakar Minyak Tertentu dan Jenis Bahan Bakar Minyak Khusus Penugasan,https://jdih.esdm.go.id/index.php/web/result/2299/detail,https://jdih.esdm.go.id/storage/document/SALINAN KEPMEN 218 K MG 01 MEM M 2022_HJE JBT JBKP.pdf,Mencabut;Mencabut,Mencabut Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 125.K/HK.02/MEM.M/2021 tentang Harga Jual Eceran Jenis Bakan Bakar Minyak Tertentu dan Jenis Bahan Bakar Minyak Khusus Penugasan; Mencabut Sebagian Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 37.K/HK.02/MEM.M/2022 tentang Jenis Bahan Bakar Minyak Khusus Penugasan Catatan : - Diktum KETIGA Kepmen ESDM No. 37.K/HK.02/MEM.M/2022,Peraturan Perundang-undangan,2022,218.K/MG.01/MEM.M/2022,Minyak dan Gas Bumi,JAKARTA,2022-09-03,KEPMEN ESDM,LL KESDM 2022,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Harga, Eceran, Bahan Bakar Minyak Tertentu, Bahan Bakar Minyak Khusus Penugasan, Jenis Bahan Bakar Minyak, Bahan Bakar Minyak (BBM)",Topik,Primary,Harga Eceran Jenis Bahan Bakar Minyak Tertentu dan Jenis Bahan Bakar Minyak Khusus Penugasan
Peraturan Pemerintah Republik Indonesia Nomor 26 Tahun 2022 tentang Jenis dan Tarif Atas Jenis Penerimaan Negara Bukan Pajak Yang Berlaku Pada Kementerian Energi daan Sumber Daya Mineral,https://jdih.esdm.go.id/index.php/web/result/2298/detail,https://jdih.esdm.go.id/storage/document/Salinan PP Nomor 26 Tahun 2022.pdf,,,Peraturan Perundang-undangan,2022,26 Tahun 2022,Umum,JAKARTA,2022-08-15,PERPRES,LL LN RI 2022 (167) : 64 HLM,Indonesia,Indonesia.Presiden,Badan Organisasi,Pengarang Utama,"Jenis dan Tarif, Penerimaan Negara Bukan Pajak, PNBP, Kementerian Energi dan Sumber Daya Mineral",Topik,Primary,Jenis dan Tarif Atas Jenis Penerimaan Negara Bukan Pajak Yang Berlaku Pada Kementerian Energi daan Sumber Daya Mineral
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 193.K/MB.01/MEM.B/2022 tentang Harga Minera Logam Acuan dan Harga Batubara Acuan Untuk Bulan Agustus Tahun 2022,https://jdih.esdm.go.id/index.php/web/result/2297/detail,https://jdih.esdm.go.id/storage/document/Kepmen 193 K.pdf,,,Peraturan Perundang-undangan,2022,193.K/MB.01/MEM.B/2022,Mineral dan Batubara,JAKARTA,2022-08-06,KEPMEN ESDM,LL KESDM 2022 : 11 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Mineral Logam Acuan, Batubara Acuan, Harga, Bulan Agustus, tahun 2022",Topik,Primary,Harga Minera Logam Acuan dan Harga Batubara Acuan Untuk Bulan Agustus Tahun 2022
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 182.K/OT.01/MEM.S/2022 tentang Kelas Jabatan Di Lingkungan Kementerian Energi dan Sumber Daya Mineral,https://jdih.esdm.go.id/index.php/web/result/2296/detail,https://jdih.esdm.go.id/storage/document/Kepmen 182 Kelas Jabatan salinan-1.pdf,Diubah;Mencabut,Diubah Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 262.K/HK.02/MEM.S/2022 tentang Perubahan atasKeputusan Menteri Energi dan Sumber Daya Mineral Nomor 182.K/HK.02/MEM.S/2022 tentang Kelas Jabatan di Lingkungan Kementerian Energi dan Sumber Daya Mineral; Mencabut Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 245.K/HK.02/MEM.S/2021 tentang Kelas Jabatan di Lingkungan Kementerian Energi dan Sumber Daya MinerL,Peraturan Perundang-undangan,2022,182.K/OT.01/MEM.S/2022,Umum,JAKARTA,2022-08-01,KEPMEN ESDM,LL KESDM 2022 : 14 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Kelas Jabatan, Pegawai, Kementerian Energi dan Sumber Daya Mineral",Topik,Primary,Kelas Jabatan Di Lingkungan Kementerian Energi dan Sumber Daya Mineral
Peraturan Menteri Hukum dan Hak Asasi Manusia Nomor 8 Tahun 2019 tentang Standar Pengelolaan Dokumentasi dan Informasi Hukum,https://jdih.esdm.go.id/index.php/web/result/2295/detail,https://jdih.esdm.go.id/storage/document/Permenkumham Nomor 8 Tahun 2019 (1).pdf,Mencabut;,Mencabut Peraturan Menteri Hukum dan Hak Asasi Manusia Nomor 02 Tahun 2013 tentang Standar Pengelolaan Teknis Dokumentasi dan Informasi Hukum,Peraturan Perundang-undangan,2019,8 Tahun 2019,Umum,JAKARTA,2019-06-25,PERMEN KUMHAM,LL KUMHAM 2019 (692) : 122 HLM,Indonesia,Indonwsia. Kementerian Hukum dan Hak Asasi Manusia,Badan Organisasi,Pengarang Utama,"Dokumen, Informasi Hukum, Jaringan Dokumentasi dan Informasi Hukum, JDIH, Pengelolaan, Standar",Topik,Primary,Standar Pengelolaan Dokumentasi dan Informasi Hukum
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 170.K/MB.01/MEM.B/2022 tentang Harga Minera Logam Acuan dan Harga Batubara Acuan Untuk Bulan Juli Tahin 2022,https://jdih.esdm.go.id/index.php/web/result/2294/detail,https://jdih.esdm.go.id/storage/document/Kepmen ESDM No. 170.K-MB.01-MEM.B-2022.pdf,,,Peraturan Perundang-undangan,2022,170.K/MB.01/MEM.B/2022,Mineral dan Batubara,JAKARTA,2022-07-07,KEPMEN ESDM,LL KESDM 2022 : 11 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Mineral Logam Acuan, Batubara Acuan, Harga, Bulan Juli, tahun 2022",Topik,Primary,Harga Minera Logam Acuan dan Harga Batubara Acuan Untuk Bulan Juli Tahin 2022
Surat Edaran Menteri Energi dan Sumber Daya Mineral Nomor 1.E/HK.03/MEM.B/2022 tentang Pedoman Pelaksanaan Peraturan Presiden Nomor 55 Tahun 2022 tentang Pendelegasian Pemberian Perizinan Berusaha Di Bidang Pertambangan Mineral dan Batubara,https://jdih.esdm.go.id/index.php/web/result/2293/detail,https://jdih.esdm.go.id/storage/document/SE MESDM No. 1.E_HK.03_MEM.B_2022.pdf,,,Peraturan Perundang-undangan,2022,1.E/HK.03/MEM.B/2022,Mineral dan Batubara,JAKARTA,2022-06-29,SE MESDM,LL KESDM 2022 : 5 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Perizinan, Berusaha, Pertambangan, Mineral dan Batubara, Pendelegasian, Pemberian, Pedoman, Pelaksanaan, Peraturan Presiden Nomor 55 Tahun 2022",Topik,Primary,Pedoman Pelaksanaan Peraturan Presiden Nomor 55 Tahun 2022 tentang Pendelegasian Pemberian Perizinan Berusaha Di Bidang Pertambangan Mineral dan Batubara
"Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 147.K/MB.01/MEM.B/2022 tentang Perubahan Atas Penggolongan Komoditas Tambang Mineral Dolomit, Feldspar,  Fosfat, Grafit, Kuarsit, dan Zirkon",https://jdih.esdm.go.id/index.php/web/result/2292/detail,https://jdih.esdm.go.id/storage/document/Keputusan Menteri Nomor 147.K.MB.01.MEM.B.2022.pdf,,,Peraturan Perundang-undangan,2022,147.K/MB.01/MEM.B/2022,Mineral dan Batubara,JAKARTA,2022-06-06,KEPMEN ESDM,LL KESDM 2022 : 3 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Penggolongan, Komoditas, Tambang, Mineral, Dolomit, Feldspar, Fosfat, Grafit, Kuarsit, Zirkon",Topik,Primary,"Perubahan Atas Penggolongan Komoditas Tambang Mineral Dolomit, Feldspar,  Fosfat, Grafit, Kuarsit, dan Zirkon"
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 134.K/MG.01/MEM.M/2022 tentang Pedoman Penetapan Serta Evaluasi Pengguna Dan Harga Gas Bumi Tertentu Di Bidang Industri dan Di Bidang Penyediaan Tenaga Listrik Bagi Kepentingan Umum,https://jdih.esdm.go.id/index.php/web/result/2291/detail,https://jdih.esdm.go.id/storage/document/Kepmen No 134.K MG 01 MEM.M 2022 ttg Pedoman Pengguna dan Harga Gas Bumi.pdf,,,Peraturan Perundang-undangan,2022,134.K/MG.01/MEM.M/2022,Minyak dan Gas Bumi,JAKARTA,2022-05-13,KEPMEN ESDM,LL KESDM 2022 : 31 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Gas Bumi, Harga, penetapan, Evaluasi, Pengguna, Pedoman, Gas Bumi Tertentu, Bidang Industri, Tenaga Listrik, Penyediaan, Kepentingan Umum",Topik,Primary,Pedoman Penetapan Serta Evaluasi Pengguna Dan Harga Gas Bumi Tertentu Di Bidang Industri dan Di Bidang Penyediaan Tenaga Listrik Bagi Kepentingan Umum
Keputusan Menteri Energi dan Sumber Daya Mineral Nomor 148.K/MB.01/MEM.B/2022 tentang Harga Minera Logam Acuan dan Harga Batubara Acuan Untuk Bulan Juni Tahin 2022,https://jdih.esdm.go.id/index.php/web/result/2290/detail,https://jdih.esdm.go.id/storage/document/Kepmen 148.K.pdf,,,Peraturan Perundang-undangan,2022,148.K/MB.01/MEM.B/2022,Mineral dan Batubara,JAKARTA,2022-06-06,KEPMEN ESDM,LL KESDM 2022 : 11 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Mineral Logam Acuan, Batubara Acuan, Harga, Bulan Juni, tahun 2022",Topik,Primary,Harga Minera Logam Acuan dan Harga Batubara Acuan Untuk Bulan Juni Tahin 2022
Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 10 Tahun 2022 tentang Tata Cara Permohonan Persetujuan Harga Jual Tenaga Listrik dan Sewa Jaringan Tenaga Listrik dan Tata Cara Permohonan Penetapan Tarif Tenaga Listrik,https://jdih.esdm.go.id/index.php/web/result/2289/detail,https://jdih.esdm.go.id/storage/document/Salinan Permen ESDM No 10 Tahun 2022.pdf,Mencabut;Mencabut,Mencabut Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 47 Tahun 2018 Tentang Tata Cara Penetapan Tarif Tenaga Listrik; Mencabut Peraturan Menteri ESDM No. 01 Tahun 2006 Tentang Pembelian Tenaga Listrik dan / atau Sewa Menyewa Jaringan Dalam Usaha Penyediaan Tenaga Listrik untuk Kepentingan Umum,Peraturan Perundang-undangan,2022,10 Tahun 2022,Ketenagalistrikan,JAKARTA,2022-04-27,PERMEN ESDM,LL KESDM BN RI 2022 (453) : 45 HLM,Indonesia,Indonesia.Kementerian Energi dan Sumber Daya Mineral,Badan Organisasi,Pengarang Utama,"Tenaga Listrik, Harga Jual, Permohonan, Persetujuan, Tata Cara, Sewa, Jaringan Tenaga Listrik, penetapan, Tarif Tenaga Listrik",Topik,Primary,Tata Cara Permohonan Persetujuan Harga Jual Tenaga Listrik dan Sewa Jaringan Tenaga Listrik dan Tata Cara Permohonan Penetapan Tarif Tenaga Listrik
